run,example_id,condition,n_words,n_ref_tokens,distinct_3,max_repeat_run,top_trigram_share,unclosed_think,ppl,hit_token_cap,logged_degenerate_flag,think_fail,distinct_fail,repeat_fail,ppl_fail,coherent
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-13380,steered_pos,284,436,0.9716,1,0.0142,0,2.546,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-525105,steered_pos,467,512,0.6624,1,0.0538,0,2.818,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-225027,steered_pos,80,98,0.8974,1,0.0256,0,8.355,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-198663,steered_pos,91,113,1.0,1,0.0112,0,6.226,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-82509,steered_pos,116,155,0.9912,1,0.0175,0,5.539,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-133858,steered_pos,61,80,0.9661,1,0.0339,0,13.959,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-570841,steered_pos,276,386,0.9745,1,0.0109,0,3.16,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-298790,steered_pos,49,62,1.0,1,0.0213,0,11.303,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-104567,steered_pos,37,51,1.0,1,0.0286,0,17.18,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-375196,steered_pos,149,206,1.0,1,0.0068,0,10.595,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-49509,steered_pos,33,38,1.0,1,0.0323,0,24.634,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-480919,steered_pos,135,176,0.9474,1,0.015,0,3.921,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-364784,steered_pos,77,100,0.9733,1,0.0267,0,10.116,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-404062,steered_pos,100,140,1.0,1,0.0102,0,5.9,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-36734,steered_pos,376,512,0.9358,1,0.0134,0,2.961,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-51660,steered_pos,406,512,0.9579,1,0.0099,0,2.687,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-611680,steered_pos,70,92,1.0,1,0.0147,0,11.249,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-133847,steered_pos,71,92,1.0,1,0.0145,0,11.88,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-132182,steered_pos,16,24,1.0,1,0.0714,0,13.24,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-443402,steered_pos,392,476,0.9872,1,0.0051,0,3.449,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-283916,steered_pos,172,206,0.9765,1,0.0118,0,3.312,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-597900,steered_pos,399,512,0.8866,1,0.0227,0,4.149,1,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-301402,steered_pos,85,123,1.0,1,0.012,0,8.988,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-289722,steered_pos,47,58,1.0,1,0.0222,0,7.256,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-601385,steered_pos,69,84,1.0,1,0.0149,0,4.834,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-608450,steered_pos,162,199,0.9875,1,0.0125,0,4.765,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-614224,steered_pos,67,83,1.0,1,0.0154,0,16.685,0,0,0,0,0,1,0
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-193885,steered_pos,232,323,0.8696,1,0.0261,0,6.017,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-523662,steered_pos,50,61,1.0,1,0.0208,0,12.442,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-198788,steered_pos,37,42,1.0,1,0.0286,0,10.368,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-24672,steered_pos,111,135,0.9266,1,0.0275,0,6.894,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-354968,steered_pos,52,57,1.0,1,0.02,0,5.808,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-426506,steered_pos,48,64,1.0,1,0.0217,0,11.933,0,0,0,0,0,0,1
20260926-100839_laneA_exp2_covrandom_issuebench_qwen3-8b,issuebench-sample-548473,steered_pos,107,151,0.9619,1,0.019,0,10.589,0,0,0,0,0,0,1
